order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDY05582,2018-06-16,13:24:30,Lunch,TP,"[('Burger', 10), ('Salad', 6), ('Steak', 6), ('Fries', 2), ('Chicken', 9)]",995.2,-37.8002993,144.9438816,0,10.644,15.6999593
ORDA05615,2018-12-16,19:29:34,Dinner,BK,"[('Fish&Chips', 4), ('Salmon', 7), ('Pasta', 3)]",509.5,-37.8180679,144.99467009999998,0,5.252999999999999,14.7610952
ORDY08825,2018-05-20,12:33:48,Lunch,TP,"[('Burger', 8), ('Fries', 7), ('Steak', 3)]",467.0,-37.8096732,144.9925222,0,10.395,14.70476
ORDA10717,2018-04-27,11:43:05,Breakfast,BK,"[('Cereal', 6), ('Coffee', 9), ('Eggs', 1), ('Pancake', 5)]",336.75,-37.811316600000005,145.00464340000002,0,3.759,8.46496751390379
ORDB01501,2018-02-25,09:41:24,Breakfast,TP,"[('Coffee', 6), ('Eggs', 4)]",133.0,-37.8145064,144.96197450000003,0,8.128,12.8202372
ORDY08067,2018-09-26,16:47:19,Dinner,TP,"[('Fish&Chips', 8), ('Shrimp', 4), ('Pasta', 2)]",551.0,-37.812090600000005,144.9276731,0,11.538,15.286545837671463
ORDB10622,2018-11-26,18:49:00,Dinner,TP,"[('Shrimp', 5), ('Fish&Chips', 8), ('Pasta', 5)]",687.5,-37.8090028,144.98386630000002,0,9.671,12.9410419
ORDJ10151,2018-06-22,13:44:47,Lunch,TP,"[('Burger', 10), ('Salad', 8), ('Chicken', 1), ('Fries', 5)]",539.6,-37.8044873,144.92905480000002,0,11.319,14.9580514
ORDC04598,2018-07-02,13:54:55,Lunch,NS,"[('Chicken', 4), ('Fries', 8), ('Burger', 3), ('Steak', 4)]",497.0,-37.8087118,144.95408899999998,0,8.236,13.852619800000001
ORDI05787,2018-05-18,12:33:48,Lunch,NS,"[('Chicken', 7), ('Burger', 10), ('Salad', 9), ('Fries', 4), ('Steak', 6)]",1006.8,-37.814907,144.94494269999998,0,9.192,14.549570600000001
ORDZ02762,2018-08-12,15:26:11,Lunch,NS,"[('Burger', 5), ('Salad', 4)]",223.8,-37.8135283,144.9651206,0,7.88,15.1274435
ORDB10729,2018-01-29,08:50:42,Breakfast,TP,"[('Cereal', 1), ('Eggs', 7)]",175.0,-37.8073598,144.96735719999998,0,9.131,11.6208163
ORDX04538,2018-10-09,17:17:44,Dinner,BK,"[('Fish&Chips', 2), ('Pasta', 4), ('Shrimp', 7), ('Salmon', 7)]",845.0,-37.81795220000001,144.96682130000002,0,7.537000000000001,14.3179652
ORDX02451,2018-10-03,17:07:36,Dinner,BK,"[('Salmon', 6), ('Fish&Chips', 1), ('Shrimp', 8), ('Pasta', 6)]",878.0,-37.8079697,144.9567406,0,8.056000000000001,15.4292589
ORDZ00476,2018-11-14,18:28:43,Dinner,NS,"[('Pasta', 8), ('Shrimp', 1), ('Salmon', 7)]",561.0,-37.8196346,144.98499569999998,0,9.081,14.9982702732468
ORDK03782,2018-05-21,12:33:48,Lunch,BK,"[('Salad', 1), ('Fries', 9)]",125.2,-37.8194126,144.9320645,0,11.373,16.6764786
ORDJ02285,2018-10-16,17:38:01,Dinner,TP,"[('Shrimp', 10), ('Pasta', 10), ('Fish&Chips', 1)]",850.0,-37.8190956,144.9970046,0,10.413,14.3227941
ORDB07426,2018-05-05,12:03:22,Lunch,TP,"[('Fries', 6), ('Salad', 4), ('Steak', 2), ('Burger', 5), ('Chicken', 3)]",481.8,-37.803078799999994,144.9984441,0,11.55,15.688073600000001
ORDC00746,2018-05-21,12:33:48,Lunch,NS,"[('Chicken', 7), ('Fries', 1), ('Burger', 5), ('Salad', 4)]",459.8,-37.8194843,144.9776749,0,8.533999999999999,13.7760768
ORDJ01053,2018-05-27,12:43:56,Lunch,TP,"[('Chicken', 6), ('Salad', 4), ('Burger', 8)]",508.8,-37.8200888,144.9787888,0,8.722000000000001,13.623299911478508
ORDK03876,2018-02-11,09:21:07,Breakfast,BK,"[('Coffee', 5), ('Pancake', 2), ('Eggs', 2)]",130.0,-37.813092100000006,144.9708751,0,7.061,13.6106633
ORDX00985,2018-08-19,15:36:20,Lunch,BK,"[('Fries', 10), ('Burger', 7)]",337.0,-37.806555700000004,144.9852247,0,5.76,14.088022400000002
ORDK10758,2018-10-01,16:57:27,Dinner,BK,"[('Shrimp', 9), ('Pasta', 7)]",678.5,-37.817834399999995,144.95050590000002,0,9.139,16.1145758
ORDZ08458,2018-05-12,12:23:39,Lunch,NS,"[('Chicken', 4), ('Steak', 9)]",533.0,-37.804267200000005,144.9947565,0,8.552999999999999,16.1278532
ORDA00398,2018-03-14,10:21:58,Breakfast,BK,"[('Coffee', 7), ('Pancake', 7), ('Cereal', 8), ('Eggs', 10)]",610.25,-37.823017,145.014163,0,4.749,9.5600638
ORDY09760,2018-04-04,11:02:32,Breakfast,TP,"[('Cereal', 4), ('Eggs', 8)]",260.0,-37.8161757,144.9452946,0,9.515,11.9979991
ORDI06793,2018-04-15,11:22:49,Breakfast,NS,"[('Coffee', 1), ('Eggs', 8), ('Pancake', 9)]",401.75,-37.8135406,145.0103946,0,10.71,17.6668291
ORDA03154,2018-02-07,09:10:59,Breakfast,BK,"[('Coffee', 2), ('Pancake', 4)]",112.0,-37.816121700000004,144.9725398,0,6.957000000000001,11.9579349
ORDB08170,2018-05-05,12:03:22,Lunch,TP,"[('Chicken', 1), ('Salad', 3), ('Burger', 2), ('Steak', 4)]",325.6,-37.814057399999996,144.9481379,0,9.526,14.302601795803042
ORDZ08878,2018-05-17,12:23:39,Lunch,NS,"[('Salad', 1), ('Fries', 3), ('Steak', 7)]",368.2,-37.799722499999994,144.9526858,0,7.787999999999999,13.2692312
ORDI00765,2018-09-16,16:27:02,Dinner,NS,"[('Pasta', 4), ('Fish&Chips', 7), ('Shrimp', 8), ('Salmon', 8)]",1115.0,-37.805153999999995,144.9411959,0,9.274,17.326981200000002
ORDJ03298,2018-06-08,13:14:21,Lunch,TP,"[('Fries', 4), ('Chicken', 1), ('Burger', 1), ('Steak', 3), ('Salad', 4)]",314.8,-37.8041501,144.96587319999998,0,9.564,12.5603129
ORDA04302,2018-02-09,09:10:59,Breakfast,BK,"[('Cereal', 10), ('Pancake', 4), ('Coffee', 2), ('Eggs', 5)]",432.0,-37.7989448,144.9866148,0,6.374,11.294417800000002
ORDC07281,2018-01-24,08:40:33,Breakfast,NS,"[('Coffee', 4), ('Cereal', 4)]",114.0,-37.8091245,144.98253569999997,0,7.917999999999999,13.229274800000002
ORDX09351,2018-11-07,18:18:35,Dinner,BK,"[('Pasta', 4), ('Fish&Chips', 10), ('Shrimp', 10)]",1000.0,-37.8097097,144.9612294,0,7.662000000000001,14.678764800000002
ORDA04401,2018-10-03,17:07:36,Dinner,BK,"[('Salmon', 1), ('Shrimp', 10), ('Pasta', 4), ('Fish&Chips', 5)]",866.0,-37.802490399999996,144.9634374,0,7.809,14.7567256
ORDJ00164,2018-06-03,13:04:13,Lunch,TP,"[('Salad', 3), ('Steak', 2)]",141.6,-37.80079370000001,144.9798237,0,10.298,15.3192062
ORDK02363,2018-10-06,17:17:44,Dinner,BK,"[('Fish&Chips', 9), ('Shrimp', 1), ('Pasta', 7)]",561.5,-37.8114598,144.9833055,0,5.787000000000001,15.4391149
ORDA05588,2018-11-16,18:38:52,Dinner,BK,"[('Salmon', 7), ('Shrimp', 9)]",773.0,-37.8178761,144.9673113,0,7.5729999999999995,14.489296900000001
ORDX07797,2018-03-15,10:21:58,Breakfast,BK,"[('Cereal', 2), ('Eggs', 9), ('Pancake', 9), ('Coffee', 8)]",518.25,-37.8160154,144.9851741,0,5.992999999999999,10.5806323
ORDC05786,2018-06-14,13:24:30,Lunch,NS,"[('Steak', 6), ('Burger', 3), ('Chicken', 3)]",459.0,-37.8175174,144.9733504,0,8.115,13.0116677
ORDA11058,2018-09-26,16:57:27,Dinner,BK,"[('Fish&Chips', 4), ('Salmon', 3), ('Pasta', 7), ('Shrimp', 9)]",941.5,-37.816747,144.96988019999998,0,7.188,13.5173592
ORDJ04513,2018-05-26,12:43:56,Lunch,TP,"[('Steak', 7), ('Burger', 7), ('Fries', 9)]",640.0,-37.8027313,144.9637292,0,9.45,14.3933397
ORDX04484,2018-01-16,08:30:25,Breakfast,BK,"[('Cereal', 10), ('Pancake', 6), ('Coffee', 8)]",415.5,-37.8085721,145.0042747,1,4.033,4.518236
ORDB09126,2018-08-25,15:46:28,Lunch,TP,"[('Steak', 4), ('Fries', 7), ('Chicken', 9)]",552.0,-37.8245536,144.9468872,0,8.859,13.8490261
ORDA04101,2018-07-17,14:35:29,Lunch,BK,"[('Burger', 5), ('Fries', 1), ('Chicken', 3)]",263.0,-37.8054782,144.9975185,0,4.801,10.4089939
ORDI00313,2018-12-15,19:29:34,Dinner,NS,"[('Pasta', 7), ('Shrimp', 2)]",300.5,-37.8063007,144.9593668,0,7.651,15.4999114
ORDA09903,2018-10-09,17:17:44,Dinner,BK,"[('Pasta', 5), ('Salmon', 9)]",506.5,-37.813972899999996,144.9715369,0,7.053999999999999,13.6421402
ORDZ07279,2018-02-04,09:00:50,Breakfast,NS,"[('Coffee', 1), ('Eggs', 6), ('Cereal', 1), ('Pancake', 9)]",378.75,-37.817278200000004,144.9910334,0,9.354,16.301387300000002
ORDA09105,2018-10-03,17:07:36,Dinner,BK,"[('Pasta', 2), ('Shrimp', 3)]",217.0,-37.8120246,144.95182680000002,0,8.595,15.687065400000002
ORDY07656,2018-07-11,14:15:12,Lunch,TP,"[('Salad', 8), ('Chicken', 8), ('Fries', 10), ('Burger', 1), ('Steak', 9)]",949.6,-37.8166264,145.0073186,0,11.446,14.370305499999999
ORDI05648,2018-10-23,17:48:10,Dinner,NS,"[('Pasta', 10), ('Salmon', 8), ('Fish&Chips', 10)]",953.0,-37.8109198,145.0097639,0,10.630999999999998,16.8916057
ORDK05551,2018-04-03,11:02:32,Breakfast,BK,"[('Coffee', 9), ('Eggs', 10), ('Cereal', 1)]",308.5,-37.805352,144.97365259999998,0,6.763,12.0690467
ORDK09903,2018-01-04,08:00:00,Breakfast,BK,"[('Coffee', 10), ('Eggs', 8), ('Pancake', 5)]",372.25,-37.816325,145.00312119999998,1,4.365,4.4367267
ORDC09761,2018-05-25,12:43:56,Lunch,NS,"[('Salad', 7), ('Steak', 7)]",435.4,-37.813441100000006,144.9683085,0,7.712000000000001,13.1354087
ORDJ01367,2018-07-23,14:45:38,Lunch,TP,"[('Chicken', 6), ('Steak', 5), ('Salad', 5), ('Burger', 7), ('Fries', 8)]",816.0,-37.8122352,144.98987030000004,0,9.971,13.023749
ORDX00843,2018-05-29,12:54:05,Lunch,BK,"[('Salad', 6), ('Fries', 1)]",115.2,-37.8176125,145.0108561,0,4.123,9.799382000000001
ORDA10283,2018-08-14,15:26:11,Lunch,BK,"[('Steak', 7), ('Burger', 5), ('Chicken', 10), ('Fries', 6), ('Salad', 2)]",896.4,-37.814041700000004,144.966648,0,7.483,13.3898329
ORDY10529,2018-08-16,15:26:11,Lunch,TP,"[('Salad', 8), ('Chicken', 3), ('Burger', 1), ('Fries', 5)]",324.6,-37.8172506,144.9553735,0,8.392999999999999,11.8985269
ORDA05640,2018-08-18,15:36:20,Lunch,BK,"[('Salad', 8), ('Steak', 8)]",497.6,-37.8037125,144.963473,0,7.648,15.839368599999998
ORDZ10727,2018-02-27,09:51:32,Breakfast,NS,"[('Eggs', 4), ('Pancake', 3), ('Cereal', 9)]",349.75,-37.80976210000001,144.97591,0,7.787000000000001,13.1073845
ORDX10064,2018-12-23,19:49:51,Dinner,BK,"[('Pasta', 9), ('Salmon', 3), ('Fish&Chips', 7)]",615.5,-37.8036034,144.9815875,0,6.461,15.7547813
ORDX02086,2018-04-14,11:22:49,Breakfast,BK,"[('Pancake', 1), ('Cereal', 10), ('Coffee', 1)]",241.75,-37.8045447,144.9441896,0,9.124,16.396394872537975
ORDC01061,2018-08-02,15:05:54,Lunch,NS,"[('Salad', 7), ('Fries', 6), ('Burger', 7), ('Chicken', 3), ('Steak', 7)]",820.4,-37.799561,144.96366519999998,0,6.832000000000001,12.6586528
ORDY03818,2018-02-06,09:10:59,Breakfast,TP,"[('Cereal', 3), ('Eggs', 4)]",151.0,-37.822246500000006,144.9366965,0,9.835,12.2232136
ORDI02169,2018-10-24,17:48:10,Dinner,NS,"[('Shrimp', 10), ('Pasta', 9), ('Salmon', 4), ('Fish&Chips', 3)]",1056.5,-37.8052334,144.97141580000002,0,6.77,12.9837559
ORDK00601,2018-07-26,14:45:38,Lunch,NS,"[('Burger', 7), ('Salad', 6), ('Fries', 3), ('Steak', 2), ('Chicken', 5)]",606.2,-37.8239685,144.9827317,0,9.253,13.0070724
ORDI06018,2018-02-16,09:31:16,Breakfast,NS,"[('Cereal', 6), ('Coffee', 7), ('Pancake', 3), ('Eggs', 2)]",295.25,-37.8056467,144.9275595,0,10.714,15.831094352340907
ORDY05649,2018-11-20,18:38:52,Dinner,TP,"[('Fish&Chips', 5), ('Shrimp', 9)]",661.0,-37.8148117,145.01330159999998,0,12.249,15.901325400000001
ORDZ05936,2018-08-11,15:16:03,Lunch,NS,"[('Chicken', 2), ('Steak', 4), ('Salad', 9), ('Fries', 1), ('Burger', 7)]",627.8,-37.81859620000001,144.9533639,0,9.2,16.8741083
ORDC03807,2018-06-19,13:34:38,Lunch,NS,"[('Steak', 2), ('Chicken', 6), ('Fries', 10), ('Burger', 5), ('Salad', 5)]",643.0,-37.8246444,145.0057775,0,11.158,16.739263929759844
ORDZ10889,2018-09-11,16:27:02,Dinner,BK,"[('Shrimp', 3), ('Fish&Chips', 8), ('Pasta', 3), ('Salmon', 5)]",729.5,-37.80886829999999,144.966779,0,7.119,13.4278834
ORDX00347,2018-09-25,16:47:19,Dinner,BK,"[('Fish&Chips', 7), ('Shrimp', 9), ('Salmon', 8)]",1059.0,-37.812230299999996,145.0159644,0,3.562,10.301953300000001
ORDC03038,2018-04-03,11:02:32,Breakfast,NS,"[('Eggs', 5), ('Pancake', 10)]",352.5,-37.8122743,144.9890736,0,8.737,13.3762055
ORDX07043,2018-04-24,11:43:05,Breakfast,BK,"[('Coffee', 2), ('Eggs', 10), ('Cereal', 6), ('Pancake', 7)]",530.75,-37.811521,144.957735,0,8.331,13.080615400000001
ORDK00429,2018-05-01,11:53:14,Breakfast,BK,"[('Coffee', 3), ('Pancake', 3), ('Cereal', 10)]",305.25,-37.814187100000005,144.93404099999998,0,10.753,15.867146799999999
ORDC04420,2018-10-25,17:48:10,Dinner,NS,"[('Shrimp', 4), ('Pasta', 7), ('Salmon', 5), ('Fish&Chips', 1)]",648.5,-37.8099266,144.9945944,0,8.948,15.059081400000002
ORDB05153,2018-03-18,10:32:06,Breakfast,TP,"[('Coffee', 2), ('Eggs', 6)]",147.0,-37.809318,144.9719386,0,9.097999999999999,13.474979000000001
ORDJ05614,2018-08-26,15:46:28,Lunch,TP,"[('Salad', 8), ('Fries', 3), ('Steak', 7)]",488.6,-37.8110592,144.96933049999998,0,8.746,13.6428797
ORDB08507,2018-09-08,16:16:54,Dinner,TP,"[('Shrimp', 3), ('Pasta', 8), ('Salmon', 4)]",546.0,-37.8228089,144.95540730000002,0,8.204,13.681907800000001
ORDZ00538,2018-06-06,13:04:13,Lunch,NS,"[('Fries', 5), ('Chicken', 3), ('Salad', 10), ('Steak', 4)]",508.0,-37.825283500000005,145.011873,0,11.702,17.2884454
ORDI01735,2018-03-27,10:42:15,Breakfast,NS,"[('Pancake', 3), ('Coffee', 1), ('Eggs', 10)]",300.25,-37.8124859,144.95385100000001,0,8.35,13.2050925
ORDK10828,2018-08-22,15:46:28,Lunch,BK,"[('Fries', 4), ('Salad', 3), ('Steak', 3), ('Burger', 6)]",420.6,-37.814316999999996,144.9359071,0,10.158,16.149398474619318
ORDZ02407,2018-04-15,11:22:49,Breakfast,NS,"[('Cereal', 10), ('Coffee', 2)]",225.0,-37.8070706,144.97126619999997,0,6.898,13.9700147
ORDY09200,2018-01-04,08:00:00,Breakfast,NS,"[('Cereal', 6), ('Pancake', 1)]",150.25,-37.820705100000005,144.94854469999999,1,9.721,5.8256166
ORDI01465,2018-04-30,11:53:14,Breakfast,NS,"[('Coffee', 6), ('Pancake', 4), ('Eggs', 2), ('Cereal', 9)]",375.0,-37.8187425,144.9532489,0,9.224,13.4639131
ORDZ04672,2018-05-08,12:13:31,Lunch,TP,"[('Salad', 3), ('Burger', 2), ('Fries', 10)]",233.6,-37.8010769,144.9697417,0,9.885,11.339069300000002
ORDJ09400,2018-01-29,08:50:42,Breakfast,TP,"[('Cereal', 9), ('Eggs', 5), ('Coffee', 10), ('Pancake', 5)]",495.25,-37.8254365,144.93589680000002,0,10.067,12.050727400000001
ORDX09115,2018-04-21,11:32:57,Breakfast,BK,"[('Cereal', 2), ('Eggs', 4)]",130.0,-37.817650799999996,144.9693844,0,7.691,14.9397506
ORDI04508,2018-03-01,09:51:32,Breakfast,NS,"[('Cereal', 7), ('Eggs', 5), ('Pancake', 5)]",378.25,-37.8158563,145.0132322,0,11.094000000000001,16.322777
ORDA00428,2018-02-13,09:21:07,Breakfast,BK,"[('Coffee', 5), ('Eggs', 10)]",257.5,-37.8122235,144.9886834,0,5.346,10.5683921
ORDC01643,2018-06-17,13:24:30,Lunch,NS,"[('Burger', 3), ('Salad', 9), ('Chicken', 8)]",503.8,-37.825027899999995,144.9589745,0,9.798,16.7652565
ORDA07980,2018-06-24,13:44:47,Lunch,BK,"[('Steak', 6), ('Burger', 4)]",394.0,-37.8118044,144.9562004,0,8.105,16.535721
ORDA04566,2018-09-26,16:47:19,Dinner,BK,"[('Fish&Chips', 6), ('Shrimp', 1), ('Salmon', 10), ('Pasta', 5)]",811.5,-37.8012793,144.9673138,0,7.763999999999999,13.8160842
ORDJ08396,2018-11-30,18:59:09,Dinner,TP,"[('Salmon', 9), ('Pasta', 10), ('Shrimp', 5), ('Fish&Chips', 6)]",1124.0,-37.8096433,144.9725187,0,9.134,13.25539940742745
ORDI07246,2018-05-01,11:53:14,Breakfast,NS,"[('Coffee', 9), ('Cereal', 5), ('Pancake', 1), ('Eggs', 2)]",240.75,-37.8043725,144.9707605,0,7.099,11.766503
ORDB08504,2018-07-24,14:45:38,Lunch,TP,"[('Burger', 9), ('Salad', 7), ('Fries', 10)]",519.4,-37.7887844,144.93779080000002,0,12.375,15.7206011
ORDI00314,2018-05-06,12:03:22,Lunch,NS,"[('Fries', 10), ('Chicken', 1), ('Steak', 3), ('Salad', 4)]",355.8,-37.8221078,144.932693,0,10.918,18.478885737221336
ORDA09241,2018-12-09,19:19:26,Dinner,BK,"[('Shrimp', 8), ('Salmon', 6), ('Pasta', 8), ('Fish&Chips', 9)]",1213.0,-37.8205844,144.94844609999998,0,9.234,18.814619399999998
ORDI02569,2018-02-28,09:51:32,Breakfast,NS,"[('Cereal', 6), ('Eggs', 1), ('Pancake', 8)]",342.0,-37.8204506,144.998821,0,10.255,15.348759594556386
ORDI02536,2018-02-17,09:31:16,Breakfast,NS,"[('Eggs', 5), ('Coffee', 10)]",185.0,-37.802028899999996,144.9565354,0,7.553,14.341672
ORDC10129,2018-04-10,11:12:40,Breakfast,NS,"[('Coffee', 3), ('Eggs', 9), ('Cereal', 3), ('Pancake', 3)]",356.25,-37.81947460000001,144.9817627,0,8.937999999999999,13.7121622
ORDY07903,2018-12-18,19:39:43,Dinner,TP,"[('Shrimp', 7), ('Fish&Chips', 7), ('Pasta', 3), ('Salmon', 8)]",1033.5,-37.814957899999996,144.9275311,0,11.804,15.1080187
ORDA03416,2018-04-16,11:22:49,Breakfast,BK,"[('Coffee', 4), ('Eggs', 8)]",206.0,-37.813157000000004,144.9588659,0,7.976,12.7705629
ORDC05009,2018-08-24,15:46:28,Lunch,NS,"[('Steak', 3), ('Burger', 1), ('Salad', 1)]",183.2,-37.8014968,144.95488459999999,0,7.68,12.872688199999999
ORDI05075,2018-04-19,11:32:57,Breakfast,NS,"[('Eggs', 10), ('Pancake', 6)]",365.5,-37.8134021,144.9739325,0,7.671,12.7912582
ORDI09152,2018-08-04,15:05:54,Lunch,NS,"[('Burger', 5), ('Steak', 5)]",380.0,-37.803523600000005,144.9498862,0,8.333,15.762468855145109
ORDY09630,2018-10-19,17:38:01,Dinner,TP,"[('Salmon', 5), ('Pasta', 9)]",452.5,-37.799726799999995,144.92549440000002,0,11.856,15.4873017
ORDX02075,2018-02-23,09:41:24,Breakfast,BK,"[('Cereal', 8), ('Coffee', 2), ('Pancake', 2), ('Eggs', 3)]",297.5,-37.810691999999996,144.9659445,0,7.331,12.007568
ORDA06245,2018-11-22,18:49:00,Dinner,TP,"[('Salmon', 1), ('Pasta', 3), ('Fish&Chips', 5)]",298.5,-37.8070505,144.9712139,0,9.38,13.5274655
ORDA07352,2018-06-28,13:54:55,Lunch,BK,"[('Burger', 4), ('Fries', 2), ('Salad', 7)]",268.4,-37.8120344,144.9492301,0,8.776,14.5162051
ORDI09122,2018-10-26,17:48:10,Dinner,NS,"[('Salmon', 1), ('Pasta', 6), ('Fish&Chips', 5), ('Shrimp', 2)]",489.0,-37.8038035,144.9781357,0,7.1579999999999995,12.977508314162627
ORDK06315,2018-06-08,13:14:21,Lunch,BK,"[('Steak', 3), ('Chicken', 7), ('Salad', 5), ('Burger', 4), ('Fries', 3)]",605.0,-37.803923,144.94869419999998,0,8.842,14.708711800000001
ORDK03110,2018-06-28,13:54:55,Lunch,BK,"[('Fries', 9), ('Chicken', 2), ('Salad', 10), ('Burger', 9), ('Steak', 5)]",848.0,-37.8119474,144.9564969,0,8.1,14.012161448347781
ORDK09210,2018-08-06,15:05:54,Lunch,BK,"[('Chicken', 7), ('Fries', 2)]",248.0,-37.8117833,144.967729,0,7.212000000000001,13.470195499999999
